# Logger type: CL2000
# HW rev: 8.2x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 139
# Split No.: 1
# Time: 20250130T170357
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
30T170357825;0;65e;0000000000000000
30T170357832;1;6e0;0000000000000000
30T170357832;1;5e0;0000000001000000
30T170357834;0;65d;0000000000000000
30T170357835;0;65e;0000000000000000
30T170357842;1;6e0;0000000000000000
30T170357842;1;5e0;0000000001000000
30T170357842;0;752;0000000000000000
30T170357844;0;65d;0000000000000000
30T170357844;0;65e;0000000000000000
30T170357851;1;6e0;0000000000000000
30T170357852;1;5e0;0000000001000000
30T170357852;0;751;0000000201000000
30T170357854;0;65d;0000000000000000
30T170357854;0;65e;0000000000000000
30T170357861;1;6e0;0000000000000000
30T170357862;1;5e0;0000000001000000
30T170357867;0;65d;0000000000000000
30T170357867;0;65e;0000000000000000
30T170357871;1;6e0;0000000000000000
30T170357872;1;5e0;0000000001000000
30T170357874;0;65d;0000000000000000
30T170357874;0;65e;0000000000000000
30T170357875;0;752;0000000000000000
30T170357881;1;6e0;0000000000000000
30T170357882;1;5e0;0000000001000000
30T170357884;0;65d;0000000000000000
30T170357884;0;65e;0000000000000000
30T170357891;1;6e0;0000000000000000
30T170357892;1;5e0;0000000001000000
30T170357894;0;65d;0000000000000000
30T170357894;0;65e;0000000000000000
30T170357901;0;751;0000000201000000
30T170357902;1;6e0;0000000000000000
30T170357902;1;5e0;0000000001000000
30T170357903;0;65d;0000000000000000
30T170357904;0;65e;0000000000000000
30T170357908;0;752;0000000000000000
30T170357911;1;6e0;0000000000000000
30T170357912;1;5e0;0000000001000000
30T170357913;0;65d;0000000000000000
30T170357914;0;65e;0000000000000000
30T170357921;1;6e0;0000000000000000
30T170357921;1;5e0;0000000001000000
30T170357923;0;65d;0000000000000000
30T170357923;0;65e;0000000000000000
30T170357931;1;6e0;0000000000000000
30T170357931;1;5e0;0000000001000000
30T170357933;0;65d;0000000000000000
30T170357934;0;65e;0000000000000000
30T170357941;0;752;0000000000000000
30T170357941;1;6e0;0000000000000000
30T170357942;1;5e0;0000000001000000
30T170357943;0;65d;0000000000000000
30T170357943;0;65e;0000000000000000
30T170357951;0;751;0000000201000000
30T170357951;1;6e0;0000000000000000
30T170357952;1;5e0;0000000001000000
30T170357953;0;65d;0000000000000000
30T170357953;0;65e;0000000000000000
30T170357961;1;6e0;0000000000000000
30T170357961;1;5e0;0000000001000000
30T170357963;0;65d;0000000000000000
30T170357963;0;65e;0000000000000000
30T170357971;1;6e0;0000000000000000
30T170357971;1;5e0;0000000001000000
30T170357973;0;65d;0000000000000000
30T170357973;0;65e;0000000000000000
30T170357974;0;752;0000000000000000
30T170357981;1;6e0;0000000000000000
30T170357981;1;5e0;0000000001000000
30T170357983;0;65d;0000000000000000
30T170357983;0;65e;0000000000000000
30T170357991;1;6e0;0000000000000000
30T170357991;1;5e0;0000000001000000
30T170357993;0;65d;0000000000000000
30T170357993;0;65e;0000000000000000
30T170358001;0;751;0000000201000000
30T170358001;1;6e0;0000000000000000
30T170358001;1;5e0;0000000001000000
30T170358002;0;65d;0000000000000000
30T170358003;0;65e;0000000000000000
30T170358007;0;752;0000000000000000
30T170358011;1;6e0;0000000000000000
30T170358011;1;5e0;0000000001000000
30T170358013;0;65d;0000000000000000
30T170358013;0;65e;0000000000000000
30T170358021;1;6e0;0000000000000000
30T170358021;1;5e0;0000000001000000
30T170358022;0;65d;0000000000000000
30T170358022;0;65e;0000000000000000
30T170358031;1;6e0;0000000000000000
30T170358031;1;5e0;0000000001000000
30T170358032;0;65d;0000000000000000
30T170358033;0;65e;0000000000000000
30T170358040;0;752;0000000000000000
30T170358041;1;6e0;0000000000000000
30T170358041;1;5e0;0000000001000000
30T170358042;0;65d;0000000000000000
30T170358043;0;65e;0000000000000000
30T170358051;0;751;0000000201000000
30T170358051;1;6e0;0000000000000000
30T170358051;1;5e0;0000000001000000
30T170358052;0;65d;0000000000000000
30T170358052;0;65e;0000000000000000
30T170358061;1;6e0;0000000000000000
30T170358061;1;5e0;0000000001000000
30T170358062;0;65d;0000000000000000
30T170358062;0;65e;0000000000000000
30T170358071;1;6e0;0000000000000000
30T170358071;1;5e0;0000000001000000
30T170358072;0;65d;0000000000000000
30T170358072;0;65e;0000000000000000
30T170358072;0;752;0000000000000000
30T170358081;1;6e0;0000000000000000
30T170358081;1;5e0;0000000001000000
30T170358082;0;65d;0000000000000000
30T170358082;0;65e;0000000000000000
30T170358090;1;6e0;0000000000000000
30T170358091;1;5e0;0000000001000000
30T170358091;0;65d;0000000000000000
30T170358092;0;65e;0000000000000000
30T170358100;1;6e0;0000000000000000
30T170358101;1;5e0;0000000001000000
30T170358101;0;751;0000000201000000
30T170358102;0;65d;0000000000000000
30T170358102;0;65e;0000000000000000
30T170358105;0;752;0000000000000000
30T170358110;1;6e0;0000000000000000
30T170358111;1;5e0;0000000001000000
30T170358111;0;65d;0000000000000000
30T170358112;0;65e;0000000000000000
30T170358120;1;6e0;0000000000000000
30T170358121;1;5e0;0000000001000000
30T170358121;0;65d;0000000000000000
30T170358121;0;65e;0000000000000000
30T170358130;1;6e0;0000000000000000
30T170358131;1;5e0;0000000001000000
30T170358134;0;65d;0000000000000000
30T170358134;0;65e;0000000000000000
30T170358138;0;752;0000000000000000
30T170358140;1;6e0;0000000000000000
30T170358141;1;5e0;0000000001000000
30T170358141;0;65d;0000000000000000
30T170358141;0;65e;0000000000000000
30T170358150;0;751;0000000201000000
30T170358150;1;6e0;0000000000000000
30T170358151;1;5e0;0000000001000000
30T170358151;0;65d;0000000000000000
30T170358151;0;65e;0000000000000000
30T170358160;1;6e0;0000000000000000
30T170358161;1;5e0;0000000001000000
30T170358161;0;65d;0000000000000000
30T170358161;0;65e;0000000000000000
30T170358170;1;6e0;0000000000000000
30T170358170;1;5e0;0000000001000000
30T170358171;0;65d;0000000000000000
30T170358171;0;65e;0000000000000000
30T170358171;0;752;0000000000000000
30T170358180;1;6e0;0000000000000000
30T170358180;1;5e0;0000000001000000
30T170358181;0;65d;0000000000000000
30T170358181;0;65e;0000000000000000
30T170358190;1;6e0;0000000000000000
30T170358190;1;5e0;0000000001000000
30T170358191;0;65d;0000000000000000
30T170358191;0;65e;0000000000000000
30T170358200;0;751;0000000201000000
30T170358200;1;6e0;0000000000000000
30T170358201;1;5e0;0000000001000000
30T170358201;0;65d;0000000000000000
30T170358201;0;65e;0000000000000000
30T170358204;0;752;0000000000000000
30T170358210;1;6e0;0000000000000000
30T170358210;1;5e0;0000000001000000
30T170358211;0;65d;0000000000000000
30T170358211;0;65e;0000000000000000
30T170358220;1;6e0;0000000000000000
30T170358220;1;5e0;0000000001000000
30T170358221;0;65d;0000000000000000
30T170358221;0;65e;0000000000000000
30T170358230;1;6e0;0000000000000000
30T170358230;1;5e0;0000000001000000
30T170358231;0;65d;0000000000000000
